,_id,pid,title,price,url
0,5f51d0f43a76a8846e55b376,4970406,【官方授权】AHC玻尿酸补水保湿神仙水乳套装,135,http://item.jumeiglobal.com/ht20191008153952p4970406.html?from=sr_%E6%8A%A4%E8%82%A4_1_1
1,5f51d0f43a76a8846e55b377,4917242,御泥坊御泥坊亮颜葡萄籽补水提亮修护面膜21片,69.9,http://item.jumei.com/df20083112897862p4917242.html?from=sr_%E6%8A%A4%E8%82%A4_1_2
2,5f51d0f43a76a8846e55b378,5188604,黛珂（COSMEDECORTE）黛珂紫苏水爽肤水牛油果乳液,229,http://item.jumeiglobal.com/ht20200520111407p5188604.html?from=sr_%E6%8A%A4%E8%82%A4_1_3
3,5f51d0f43a76a8846e55b379,5112024,Sulwhasoo雪花秀滋阴水乳中样15ml*4瓶,38,http://item.jumeiglobal.com/ht20191231182652p5112024.html?from=sr_%E6%8A%A4%E8%82%A4_1_4
4,5f51d0f43a76a8846e55b37a,4905336,御泥坊[立减30元]御泥坊小红瓶美白补水洗面奶水乳3件护肤套装,199.9,http://item.jumei.com/df20083112897305p4905336.html?from=sr_%E6%8A%A4%E8%82%A4_1_5
5,5f51d0f43a76a8846e55b37b,4935528,大创DAISO亮白淡斑精华液,18,http://item.jumeiglobal.com/387514.html?from=sr_%E6%8A%A4%E8%82%A4_1_6
6,5f51d0f43a76a8846e55b37c,5048762,SK-II基础护肤旅行小样套装（清莹露30ml+神仙水30ml）,170,http://item.jumeiglobal.com/ht20200818132015p5048762.html?from=sr_%E6%8A%A4%E8%82%A4_1_7
7,5f51d0f43a76a8846e55b37d,5094962,悦诗风吟绿茶水乳两件套400ml,139,http://item.jumeiglobal.com/ht20200519102024p5094962.html?from=sr_%E6%8A%A4%E8%82%A4_1_8
8,5f51d0f43a76a8846e55b37e,4906966,后拱辰享水妍水乳霜套装,578,http://item.jumeiglobal.com/ht20200820154356p4906966.html?from=sr_%E6%8A%A4%E8%82%A4_1_9
9,5f51d0f43a76a8846e55b37f,5026974,【紧致抗皱】Itsskin/伊思蜗牛红参水乳套装滋润弹力修复淡化斑点,198,http://item.jumeiglobal.com/ht20200429132014p5026974.html?from=sr_%E6%8A%A4%E8%82%A4_1_10
10,5f51d0f43a76a8846e55b380,5068672,Sulwhasoo雪花秀滋阴5件套小样,54,http://item.jumeiglobal.com/ht20200103142510p5068672.html?from=sr_%E6%8A%A4%E8%82%A4_1_11
11,5f51d0f43a76a8846e55b381,4966390,【香港直邮】无印良品水乳套装200ml+200ml,65,http://item.jumeiglobal.com/ht20200825114536p4966390.html?from=sr_%E6%8A%A4%E8%82%A4_1_12
12,5f51d0f43a76a8846e55b382,5212780,欧莱雅复颜玻尿酸水光充盈导入晶露65ml*2,69,http://item.jumei.com/d200826p5212780.html?from=sr_%E6%8A%A4%E8%82%A4_1_13
13,5f51d0f43a76a8846e55b383,4909854,欧莱雅小黑瓶青春密码酵素精华肌底液50ml,350,http://item.jumei.com/4909854.html?from=sr_%E6%8A%A4%E8%82%A4_1_14
14,5f51d0f43a76a8846e55b384,973973,兰蔻粉水清滢柔肤水(干性)400ml,15.01,http://item.jumeiglobal.com/ht20200715152506p973973.html?from=sr_%E6%8A%A4%E8%82%A4_1_15
15,5f51d0f43a76a8846e55b385,4985456,AHC玻尿酸b5EX爽肤水140ml+EX乳液140ml,159,http://item.jumeiglobal.com/ht20200613174013p4985456.html?from=sr_%E6%8A%A4%E8%82%A4_1_16
16,5f51d0f43a76a8846e55b386,5163778,欧莱雅欧莱雅小黑瓶青春密码酵素精华肌底液补水保湿,269,http://item.jumei.com/df20082712887164p5163778.html?from=sr_%E6%8A%A4%E8%82%A4_1_17
17,5f51d0f43a76a8846e55b387,4933402,薇诺娜中国•薇诺娜敏感肌舒敏特护套装水乳套,85,http://item.jumei.com/df20082612883990p4933402.html?from=sr_%E6%8A%A4%E8%82%A4_1_18
18,5f51d0f43a76a8846e55b388,4870922,丸美丸美巧克力钜惠护肤套装洁面水乳眼部精华补水保湿,199,http://item.jumei.com/df20090312909878p4870922.html?from=sr_%E6%8A%A4%E8%82%A4_1_19
19,5f51d0f43a76a8846e55b389,5052742,AHC男士护肤品套装水乳洗面奶,149,http://item.jumeiglobal.com/ht20200831144050p5052742.html?from=sr_%E6%8A%A4%E8%82%A4_1_20
20,5f51d0f43a76a8846e55b38a,4922036,薇诺娜极润保湿4件套深层滋养补水保湿,325,http://item.jumei.com/4922036.html?from=sr_%E6%8A%A4%E8%82%A4_1_21
21,5f51d0f43a76a8846e55b38b,4897740,后津率享红华凝香水乳霜三件套,688,http://item.jumeiglobal.com/ht20200714122021p4897740.html?from=sr_%E6%8A%A4%E8%82%A4_1_22
22,5f51d0f43a76a8846e55b38c,4981172,【店铺热销】兰芝致美紧颜/雪凝紧致水乳套盒保湿滋润抗皱套装,256,http://item.jumeiglobal.com/ht20200901171509p4981172.html?from=sr_%E6%8A%A4%E8%82%A4_1_23
23,5f51d0f43a76a8846e55b38d,5002978,【2件9折/3件85折】JM蜂蜜/急救/珍珠/燕窝/蜗牛面膜多款可选10片/盒,32,http://item.jumeiglobal.com/ht20191120135354p5002978.html?from=sr_%E6%8A%A4%E8%82%A4_1_24
24,5f51d0f43a76a8846e55b38e,5137678,AHC玻尿酸B5水乳套装提亮紧致舒缓肌肤保湿补水,159,http://item.jumeiglobal.com/ht20200804145545p5137678.html?from=sr_%E6%8A%A4%E8%82%A4_1_25
25,5f51d0f43a76a8846e55b38f,4966842,珂润(Curel)浸润保湿水乳2件套组合3款可选,199,http://item.jumeiglobal.com/ht20191205095015p4966842.html?from=sr_%E6%8A%A4%E8%82%A4_1_26
26,5f51d0f43a76a8846e55b390,5095188,【正品保证】韩国直邮悦诗风吟绿茶水乳三件套补水保湿性价比高,179,http://item.jumeiglobal.com/ht20200512165127p5095188.html?from=sr_%E6%8A%A4%E8%82%A4_1_27
27,5f51d0f43a76a8846e55b391,4439572,伊思【24小时内发货】Itsskin伊思胶原蛋白弹力抗皱水乳套装,79,http://item.jumei.com/df20083112898619p4439572.html?from=sr_%E6%8A%A4%E8%82%A4_1_28
28,5f51d0f43a76a8846e55b392,4991716,芙丽芳丝李佳琦推荐芙丽芳丝两件套（化妆水+乳液）清爽/柔润,269,http://item.jumei.com/df20070112698903p4991716.html?from=sr_%E6%8A%A4%E8%82%A4_1_29
29,5f51d0f43a76a8846e55b393,4932558,珀莱雅珀莱雅新水动力补水保湿少女套装,99,http://item.jumei.com/df20031112163532p4932558.html?from=sr_%E6%8A%A4%E8%82%A4_1_30
30,5f51d0f43a76a8846e55b394,5058540,Whoo后天气丹华泫/花献套装套盒六件套送礼袋,968,http://item.jumeiglobal.com/ht20200506132515p5058540.html?from=sr_%E6%8A%A4%E8%82%A4_1_31
31,5f51d0f43a76a8846e55b395,5107234,韩国直邮SUM37苏秘呼吸时光能量水乳补水套盒补水保湿孕妇可用,269,http://item.jumeiglobal.com/ht20200728172505p5107234.html?from=sr_%E6%8A%A4%E8%82%A4_1_32
32,5f51d0f43a76a8846e55b396,3217997,SK-II护肤套装（神仙水230ml+嫩肤清莹露230ml）,286,http://item.jumeiglobal.com/ht20200618162517p3217997.html?from=sr_%E6%8A%A4%E8%82%A4_1_33
33,5f51d0f43a76a8846e55b397,4958160,兰芝水乳两件套清爽型/滋润型,195,http://item.jumeiglobal.com/ht20200507145534p4958160.html?from=sr_%E6%8A%A4%E8%82%A4_1_34
34,5f51d0f43a76a8846e55b398,5177996,【混油皮必备水乳】悦木之源菌菇水200ml+倩碧无油黄油125ml,299,http://item.jumeiglobal.com/ht20200616112514p5177996.html?from=sr_%E6%8A%A4%E8%82%A4_1_35
35,5f51d0f43a76a8846e55b399,4917704,御泥坊御泥坊光感小灯泡提亮补水3件套洗面奶护肤套装,129.9,http://item.jumei.com/df20083112897312p4917704.html?from=sr_%E6%8A%A4%E8%82%A4_1_36
36,5f51d1003a76a8846e55b39a,5151326,欧莱雅法国•欧莱雅(L'Oreal)复颜抗皱保湿组合套组视黄醇清乳柔肤水+复颜视黄醇乳液,266.8,http://item.jumei.com/df20090312910100p5151326.html?from=sr_%E6%8A%A4%E8%82%A4_2_1
37,5f51d1003a76a8846e55b39b,5149584,薇诺娜欣享悦礼装--中干性敏感肌肤护理套装水润保湿,218,http://item.jumei.com/5149584.html?from=sr_%E6%8A%A4%E8%82%A4_2_2
38,5f51d1003a76a8846e55b39c,5007996,欧莱雅复颜玻尿酸水光充盈（晶露+乳液+晶露+乳液）,339,http://item.jumei.com/5007996.html?from=sr_%E6%8A%A4%E8%82%A4_2_3
39,5f51d1003a76a8846e55b39d,4883926,中国•薇诺娜清痘控油祛印护理套装,268,http://item.jumei.com/4883926.html?from=sr_%E6%8A%A4%E8%82%A4_2_4
40,5f51d1003a76a8846e55b39e,4916224,欧莱雅清润葡萄籽膜力水130ml乳液110ml膜力水65ml乳液50ml,209,http://item.jumei.com/4916224.html?from=sr_%E6%8A%A4%E8%82%A4_2_5
41,5f51d1003a76a8846e55b39f,5012906,AHC透明质酸保湿水乳礼盒套装,119,http://item.jumeiglobal.com/ht20200831144120p5012906.html?from=sr_%E6%8A%A4%E8%82%A4_2_6
42,5f51d1003a76a8846e55b3a0,4658258,兰蔻塑颜紧致焕白霜15ml*3,194,http://item.jumei.com/d200904p4658258zc.html?from=sr_%E6%8A%A4%E8%82%A4_2_7
43,5f51d1003a76a8846e55b3a1,4658258,法国•兰蔻(Lancome)塑颜紧致焕白霜15ml*3,199,http://item.jumei.com/4658258.html?from=sr_%E6%8A%A4%E8%82%A4_2_8
44,5f51d1003a76a8846e55b3a2,5177836,【99元3件】Sulwhasoo雪花秀滋阴水乳中样15ml*4瓶,42,http://item.jumeiglobal.com/ht20200423185003p5177836.html?from=sr_%E6%8A%A4%E8%82%A4_2_9
45,5f51d1003a76a8846e55b3a3,5159064,L'OREAL欧莱雅紫熨斗眼霜/小黑瓶精华多规格可选,139,http://item.jumeiglobal.com/417208.html?from=sr_%E6%8A%A4%E8%82%A4_2_10
